customer_id,age,gender,subscription_type,watch_hours,last_login_days,region,device,monthly_fee,churned,payment_method,number_of_profiles,avg_watch_time_per_day,favorite_genre
51a00cea-7f82-4b3b-b03e-dcd34870ecb6,49,Other,Premium,6.23,12,Europe,Laptop,17.99,0,Debit Card,2,0.48,Drama
450aaa67-4be4-4d6a-957f-3c3b3e02f741,38,Male,Standard,1.21,21,South America,TV,13.99,0,PayPal,4,0.06,Romance
f5309997-6d14-4c98-9379-ac88f9cbbe93,29,Male,Standard,0.48,29,Asia,TV,13.99,1,Debit Card,3,0.02,Action
7b727762-d96e-4828-bd7d-0548f6311542,47,Female,Premium,14.8,43,Europe,TV,17.99,1,Credit Card,3,0.34,Romance
f0998eae-9a45-4ed5-95e4-0b6a02db0630,56,Other,Basic,1.22,23,North America,TV,8.99,1,PayPal,5,0.05,Horror
0cacf79a-fce7-458e-b6c4-875c2af22550,23,Other,Standard,7.45,41,Asia,Desktop,13.99,1,Crypto,3,0.18,Action
725f7196-8df8-4046-8d35-22a7ee20413e,28,Male,Premium,15.45,44,South America,Desktop,17.99,1,Crypto,4,0.34,Drama
7767a55d-bc06-4edf-89a6-0235f5728dd5,19,Male,Standard,0.95,22,Asia,Laptop,13.99,1,Credit Card,2,0.04,Documentary
e12018ab-4d36-4bbe-bd5a-3e7d2c14b5bb,52,Female,Basic,34.13,32,South America,Desktop,8.99,0,Crypto,3,1.03,Comedy
c24bf17b-a0f9-429c-9b41-a7b00dcfa39b,62,Other,Premium,10.02,33,Africa,TV,17.99,1,PayPal,2,0.29,Comedy
d2c7c300-4be4-4fc4-9e3b-f7075f0140d4,28,Male,Basic,48.58,10,North America,Laptop,8.99,0,Debit Card,2,4.42,Drama
11889462-30c0-4225-a01f-7363d2edb91f,43,Female,Premium,7.18,14,Europe,Mobile,17.99,0,Gift Card,5,0.48,Romance
ef33bc45-1eef-4924-970e-4fe1e0a2ad6b,62,Female,Basic,12.0,27,Asia,TV,8.99,1,Crypto,2,0.43,Drama
fb73a240-4dd9-4168-adfa-cd33c41b23a3,45,Male,Standard,13.11,8,Asia,Laptop,13.99,0,Gift Card,1,1.46,Sci-Fi
6f0b25fb-c81b-4416-ad28-7ae1b7f73dfc,68,Female,Basic,1.91,57,Africa,Desktop,8.99,1,Debit Card,3,0.03,Sci-Fi
d4642e0c-7c28-4b72-a098-27f0f6bf51ac,24,Other,Basic,0.17,25,South America,TV,8.99,1,Debit Card,5,0.01,Comedy
c211101f-5e9f-4e0a-b04d-6e14174a8a29,45,Male,Basic,6.78,23,Asia,Laptop,8.99,0,PayPal,2,0.28,Sci-Fi
7e0c2384-0d8b-4ba9-9ff0-698bbd61512d,64,Male,Standard,46.62,48,Asia,Laptop,13.99,0,PayPal,3,0.95,Horror
45217a6b-8346-4945-907e-aa7b308c5d9d,21,Female,Basic,1.31,10,South America,Mobile,8.99,1,Debit Card,2,0.12,Comedy
abfeba54-42ea-43d9-a800-a069d5b0dbda,66,Other,Basic,0.83,30,Europe,Laptop,8.99,1,PayPal,5,0.03,Comedy
fac6f604-ca17-4e60-9c5a-50a7bd80f2bb,59,Female,Premium,4.67,13,Oceania,Mobile,17.99,0,PayPal,5,0.33,Action
c7370855-3032-43eb-988b-e8ac68458da1,25,Other,Premium,48.76,47,North America,Laptop,17.99,0,Crypto,1,1.02,Romance
c1297aad-0eff-4128-a815-3d35e932b23c,55,Male,Basic,3.76,22,Asia,Desktop,8.99,1,Crypto,4,0.16,Romance
272a45af-0205-4022-a7d3-fd8266d2a630,46,Female,Basic,0.49,35,Africa,Mobile,8.99,1,Gift Card,3,0.01,Drama
0bdf101f-bfac-4ae9-82bb-a063653efd7b,41,Male,Basic,10.68,14,Europe,Laptop,8.99,0,Gift Card,5,0.71,Drama
305425be-706a-499b-992f-7c0c74027cba,63,Female,Premium,15.93,31,Oceania,Mobile,17.99,0,PayPal,3,0.5,Documentary
0c341383-e13c-495a-97e6-9da049fa458e,27,Male,Premium,11.44,54,South America,Laptop,17.99,1,Crypto,3,0.21,Horror
1839b86b-6680-44d8-91d9-6875ad85997e,50,Male,Premium,4.6,6,North America,Tablet,17.99,0,PayPal,4,0.66,Sci-Fi
ed301603-0c5b-4e19-bc71-e669064a348d,42,Female,Standard,27.93,59,Asia,TV,13.99,0,Crypto,4,0.47,Horror
d63982f2-ea11-489e-9092-559a4f2190ec,60,Female,Standard,0.76,59,North America,Desktop,13.99,1,Credit Card,2,0.01,Romance
f45345b7-462c-499d-9ad0-b9852024225d,22,Other,Premium,3.24,5,South America,Laptop,17.99,0,Gift Card,4,0.54,Romance
c2f0dedf-b5be-49d7-a724-7ace524e3cbf,67,Female,Premium,5.4,3,Asia,Mobile,17.99,0,PayPal,2,1.35,Sci-Fi
dbab2c81-25f3-4f64-969d-48093e7989cc,50,Other,Premium,1.21,44,Europe,Tablet,17.99,1,Credit Card,1,0.03,Action
e983ae1e-8a1b-4d99-b9fe-35b35f4e5a18,64,Other,Premium,15.0,24,Asia,Desktop,17.99,0,Crypto,2,0.6,Documentary
1f5bbc73-5a88-444b-9814-ad4f1aa9291c,26,Female,Premium,5.22,24,Asia,Laptop,17.99,0,Gift Card,5,0.21,Action
79e33997-7571-4785-bf32-7c6b45dd2a38,37,Female,Premium,0.52,37,North America,TV,17.99,1,PayPal,4,0.01,Documentary
abac424e-372a-41ae-83ad-49cb2c194231,64,Male,Standard,8.35,32,Africa,TV,13.99,1,Credit Card,2,0.25,Action
09f7ad4e-663a-4d60-a8cb-28fbb633d12f,32,Female,Standard,13.49,8,Africa,Desktop,13.99,0,Gift Card,4,1.5,Sci-Fi
3b9e88b6-d283-419b-9562-d98fe199e04e,39,Other,Premium,3.98,39,Asia,Tablet,17.99,1,Debit Card,3,0.1,Drama
c9fa7288-917d-4b7c-8538-dcc9d103ab8b,66,Male,Standard,0.24,13,Oceania,Tablet,13.99,1,Crypto,5,0.02,Action
d71984cf-9d1d-4192-95df-020aed82e1af,57,Male,Premium,20.0,41,South America,Laptop,17.99,1,Debit Card,2,0.48,Drama
c70b095c-012c-4449-97e4-e685d7b9a45b,53,Female,Basic,20.8,27,Asia,Mobile,8.99,0,Gift Card,5,0.74,Comedy
5b57deb8-313a-4470-b11e-f3a11aecea63,36,Other,Basic,0.95,41,North America,Desktop,8.99,1,Gift Card,5,0.02,Documentary
ec879c8c-9cc0-41a3-b625-69979bbc565f,67,Female,Premium,3.33,11,Europe,Mobile,17.99,1,Crypto,3,0.28,Action
292f1ea2-d6d7-4446-9ed3-325ed83d4238,32,Other,Basic,5.21,9,Asia,Laptop,8.99,0,Gift Card,2,0.52,Romance
c8bd8abb-7f19-4148-8b95-bf358610e66e,48,Male,Premium,8.82,1,South America,Laptop,17.99,0,PayPal,5,4.41,Romance
2dcbd1ab-9f58-4dfd-86ae-87927ae211bf,32,Female,Basic,3.15,26,North America,Laptop,8.99,1,Debit Card,2,0.12,Comedy
645a02c0-c741-4abc-8ac1-a9fb97b766e9,50,Other,Premium,75.9,40,South America,Mobile,17.99,0,Crypto,5,1.85,Action
ee23b820-b023-455c-a164-7a6f029cb8c8,55,Female,Premium,3.27,21,South America,TV,17.99,1,PayPal,1,0.15,Action
df604392-c45e-4f2d-80d5-544300e084e2,41,Other,Basic,4.15,39,Asia,Laptop,8.99,1,PayPal,5,0.1,Comedy
9b57e510-576f-4fce-87b1-8f4d2b614820,34,Male,Premium,13.49,51,South America,Tablet,17.99,1,Debit Card,1,0.26,Horror
22de8619-8784-4702-a030-c9ca8312d7f1,26,Female,Premium,26.05,42,South America,Tablet,17.99,0,Crypto,4,0.61,Sci-Fi
1c47a376-99f8-413d-80a8-1b409b29a493,59,Female,Premium,8.86,35,Africa,Laptop,17.99,0,Debit Card,5,0.25,Drama
fef2b49b-0991-4aa2-8614-d01832721049,58,Female,Premium,8.74,49,Africa,Laptop,17.99,1,Debit Card,1,0.17,Romance
a51a0fca-f883-4bde-9acb-a7dd51f56f09,22,Male,Basic,0.8,35,Oceania,TV,8.99,1,Gift Card,1,0.02,Sci-Fi
6cf5b92e-37e9-4e2e-9993-28d4abdbe701,44,Other,Basic,16.91,23,Africa,Mobile,8.99,0,Crypto,4,0.7,Romance
e0a74f0e-ad6f-485f-b40b-a100315bb68d,62,Male,Basic,7.12,10,North America,Desktop,8.99,0,Gift Card,1,0.65,Drama
3135c865-75e1-426d-bb90-4f6550be662a,20,Female,Standard,5.68,54,North America,TV,13.99,1,Gift Card,3,0.1,Sci-Fi
2fa4c011-968c-449e-b26f-3cb70ae6a8a0,49,Female,Basic,18.19,23,Europe,Mobile,8.99,0,Gift Card,3,0.76,Sci-Fi
07e2381a-6287-4599-acc0-231fcce39535,52,Male,Premium,10.14,42,Europe,Laptop,17.99,0,Credit Card,5,0.24,Drama
b40a2be6-d491-4cb7-820e-5d185505bbb6,69,Other,Premium,20.85,57,North America,Laptop,17.99,0,Gift Card,4,0.36,Drama
91ec5e63-ded9-4939-9069-d62188a03aef,55,Other,Premium,14.3,32,Africa,TV,17.99,1,Gift Card,5,0.43,Drama
8c1a9225-1585-49c8-84c6-ef0e0cd5265b,51,Female,Standard,18.3,56,Africa,TV,13.99,1,Debit Card,3,0.32,Horror
0a327804-a317-4c35-ba2d-ef4656c5f744,32,Female,Premium,3.64,12,Europe,Tablet,17.99,0,Credit Card,4,0.28,Drama
76ad4d6a-19dd-42de-add3-bb96a7511b3c,53,Female,Premium,1.25,37,Asia,Mobile,17.99,1,PayPal,5,0.03,Action
1a2dcd89-e8ac-4205-abd6-4f2fa9a6559a,44,Female,Basic,3.72,37,Oceania,TV,8.99,1,Debit Card,1,0.1,Documentary
06938a8c-6c69-4e18-8c06-17a8f12f6019,25,Male,Basic,1.27,43,Asia,Mobile,8.99,1,Debit Card,2,0.03,Sci-Fi
fef9c533-b570-4ab6-8bbc-8bc6bbec40fd,60,Male,Premium,2.52,32,Asia,Tablet,17.99,1,PayPal,4,0.08,Drama
87bb868a-f169-41ac-ab78-94021cf19a0f,68,Male,Standard,1.68,33,Africa,Desktop,13.99,1,Credit Card,3,0.05,Drama
1d1cd9d8-ec13-4c06-88b3-c7aced7f8570,22,Other,Premium,0.43,23,Europe,Tablet,17.99,0,Credit Card,4,0.02,Horror
240347ff-cafe-4b8b-86da-a0a0b6b8e162,43,Male,Basic,50.47,37,Africa,Laptop,8.99,0,Debit Card,4,1.33,Sci-Fi
732d67f8-5996-46fe-9b35-695e2c344cee,65,Female,Basic,3.46,48,Oceania,Tablet,8.99,1,Credit Card,4,0.07,Drama
97e6a461-5a39-4cd6-8459-95562f279693,38,Male,Basic,5.46,5,Oceania,TV,8.99,0,Gift Card,2,0.91,Horror
c1036f42-7ebe-4737-aa18-7019022de901,61,Other,Premium,2.22,43,Asia,TV,17.99,1,Gift Card,4,0.05,Documentary
d7e8c0ad-3178-481a-855e-5fd5fe3ffa43,68,Female,Premium,27.23,53,North America,Desktop,17.99,0,Gift Card,3,0.5,Documentary
92f2af93-27fc-4030-95ce-aecc9b077942,54,Male,Standard,8.18,36,Oceania,Mobile,13.99,1,Credit Card,2,0.22,Documentary
de7ca252-1a6c-444f-950d-1d30acb83619,28,Male,Premium,4.6,16,South America,Mobile,17.99,0,PayPal,4,0.27,Action
4b2d1a25-31b7-4b0f-bc95-017606ce2284,54,Other,Basic,12.13,50,South America,Tablet,8.99,1,Crypto,1,0.24,Romance
5497a74d-e048-4392-9025-2000dfceb952,63,Female,Basic,3.65,55,South America,Desktop,8.99,1,Crypto,5,0.07,Comedy
decb540e-6381-40d1-8c00-29e7277a279d,59,Other,Basic,10.87,31,South America,Laptop,8.99,1,Debit Card,4,0.34,Comedy
ab11ccda-a915-4c76-851d-663a8e0d10df,54,Other,Basic,30.06,37,Oceania,TV,8.99,0,Gift Card,2,0.79,Action
13d60860-ba76-458b-b4a2-a2b57814f3a5,62,Male,Premium,2.68,55,Africa,TV,17.99,1,Gift Card,1,0.05,Action
fa434710-e3c5-4591-b249-e7c0091ef66f,54,Female,Standard,15.72,0,Africa,Mobile,13.99,0,PayPal,5,15.72,Romance
98006a18-b3dc-4c62-862d-60e463cf6f7f,37,Male,Standard,2.31,28,Asia,Laptop,13.99,1,PayPal,1,0.08,Horror
e3eea8bc-2806-4c16-9034-bf7a50dd7acd,64,Male,Standard,22.72,32,North America,Laptop,13.99,0,PayPal,1,0.69,Romance
7d27b819-bbc1-4ed3-90fc-fab14f4f7676,26,Other,Premium,4.76,27,Oceania,Mobile,17.99,1,Crypto,4,0.17,Documentary
f6586998-c5aa-4fc4-86ac-0c0356195134,41,Other,Premium,2.74,19,Asia,Laptop,17.99,1,Debit Card,3,0.14,Sci-Fi
b93f548e-af61-48f2-9b3e-b3ac52460c91,60,Female,Standard,17.42,27,Asia,Desktop,13.99,0,Credit Card,5,0.62,Action
17c2628d-07f1-47e3-9684-dedb7aa86b6c,56,Female,Premium,10.22,56,Africa,TV,17.99,0,Debit Card,5,0.18,Drama
12a7aef2-17ed-466d-80e4-e176d2ca52b9,20,Other,Premium,5.12,18,Oceania,Desktop,17.99,0,PayPal,1,0.27,Action
a0caf50f-05f2-45a0-8b16-a55f02928a2b,19,Female,Premium,2.3,1,South America,Mobile,17.99,0,Crypto,3,1.15,Comedy
06acad39-2870-4b82-be56-ed73b3aa151b,20,Female,Standard,1.45,0,North America,Tablet,13.99,0,Gift Card,5,1.45,Horror
71459779-5507-4c55-9b99-c6daee4273f0,57,Female,Premium,19.3,42,Europe,Desktop,17.99,1,Gift Card,4,0.45,Romance
23f251da-e126-4afc-88a9-12165a683cde,61,Male,Premium,34.86,23,Oceania,Mobile,17.99,0,Crypto,3,1.45,Documentary
d950a7ae-60bd-4f16-ad7e-46c34268c6fd,24,Other,Standard,4.89,58,South America,Mobile,13.99,1,Debit Card,2,0.08,Action
9faa53a9-c587-4b26-830b-365ae864c983,47,Other,Standard,24.11,31,Europe,Laptop,13.99,0,PayPal,3,0.75,Sci-Fi
68f57553-4bf4-455c-ad2e-ce88ba80449d,68,Female,Standard,81.07,42,North America,Laptop,13.99,0,Debit Card,1,1.89,Documentary
1fda0f85-9ca8-4a37-b594-0577cc40d107,40,Other,Basic,0.86,5,Oceania,Tablet,8.99,1,Debit Card,2,0.14,Documentary
99b75d88-389d-4e15-ae49-2fbda9481a56,42,Male,Premium,1.91,44,Europe,Mobile,17.99,1,Crypto,1,0.04,Action
1ff10a52-1dd7-49be-a93f-16d96d69cfe8,59,Other,Basic,14.32,47,South America,Laptop,8.99,1,Credit Card,1,0.3,Horror
28750512-060a-4199-bbb4-ffa43bac55b5,59,Other,Basic,0.09,25,Europe,Laptop,8.99,1,Crypto,2,0.0,Sci-Fi
85116642-d67a-44fb-8cf1-193e544d9390,33,Male,Premium,9.68,57,Asia,Laptop,17.99,1,Gift Card,1,0.17,Documentary
4c85513b-b640-49e2-966a-ecaf69ed1a62,24,Male,Standard,13.71,51,Oceania,Mobile,13.99,1,Debit Card,1,0.26,Horror
83ca2b12-f1fd-48b2-886b-c795742478a4,45,Female,Premium,11.99,54,North America,Desktop,17.99,1,Credit Card,2,0.22,Horror
7003d3e0-38c6-442b-b19e-026dde7d98ea,48,Male,Premium,7.18,53,Asia,Tablet,17.99,0,Debit Card,4,0.13,Comedy
be26463d-8df5-4f33-aaa9-94fd9b9512f9,39,Male,Standard,31.83,2,Africa,Mobile,13.99,0,Crypto,5,10.61,Horror
476f04d7-1939-44f5-8231-9970934be051,25,Male,Standard,7.26,43,Oceania,Desktop,13.99,1,PayPal,1,0.17,Action
8063a1cf-5f45-417e-ac5b-3660ce54cbb3,64,Male,Premium,3.51,30,Europe,Tablet,17.99,0,PayPal,5,0.11,Action
bbc95670-f863-4860-9cbb-d7b3dec90199,25,Male,Premium,16.61,34,Oceania,Mobile,17.99,0,Debit Card,4,0.47,Comedy
abd53402-72af-47cc-812b-9baa61d4d769,59,Female,Basic,6.96,4,Asia,TV,8.99,0,PayPal,2,1.39,Horror
c3b7f8f2-8065-47c1-b595-aae94c1e9346,64,Male,Premium,15.22,4,North America,Laptop,17.99,0,Gift Card,1,3.04,Documentary
ba0197bb-b5f5-478a-adda-7fc9c9963ae2,62,Other,Premium,4.99,10,North America,TV,17.99,1,Debit Card,2,0.45,Comedy
dc7b6e36-883c-4d1b-8258-c057e80305e4,57,Male,Standard,3.73,5,Europe,Laptop,13.99,0,PayPal,2,0.62,Comedy
82861b0b-5c7d-4251-a211-75c0a5b2ee6c,24,Female,Premium,30.8,19,Europe,Mobile,17.99,0,Credit Card,5,1.54,Romance
a6391928-52e9-4141-85d4-5a49f203a0fb,51,Other,Basic,36.62,43,North America,Laptop,8.99,0,Credit Card,4,0.83,Horror
bc638748-782d-4220-8fc7-ed7e6747c894,69,Female,Basic,4.81,22,South America,TV,8.99,1,Gift Card,2,0.21,Action
d43c645d-181a-41e8-89a1-051dee52867d,20,Female,Standard,4.28,14,North America,Tablet,13.99,0,Debit Card,5,0.29,Sci-Fi
5707a108-c200-42ad-af1e-b4653b58d581,46,Female,Standard,10.98,20,Africa,Mobile,13.99,0,Gift Card,5,0.52,Sci-Fi
fd38515a-bac5-4f2e-a993-784b9013fa7b,21,Male,Premium,3.06,24,North America,Mobile,17.99,0,PayPal,4,0.12,Romance
fea19557-12f5-44ac-a0af-198d9808d92b,56,Other,Standard,16.86,34,South America,TV,13.99,1,Credit Card,2,0.48,Action
86b8e1a7-89e0-4e3e-9888-b7007b775af0,40,Other,Standard,9.41,46,Africa,TV,13.99,1,Crypto,3,0.2,Drama
75356eca-46e2-4c47-8f88-59c4646c5827,21,Other,Basic,54.56,11,North America,Desktop,8.99,0,Credit Card,5,4.55,Romance
4acacbc6-042b-4dce-aae2-1a5c6d52ce20,18,Male,Premium,1.61,29,Asia,Mobile,17.99,1,PayPal,1,0.05,Drama
87c00608-c077-4037-9cfe-11d7e7f3f9f2,18,Female,Premium,0.38,37,North America,TV,17.99,1,Crypto,5,0.01,Action
4ba7f702-5b22-4e31-ac70-272407eb79f8,31,Female,Premium,0.54,16,North America,Desktop,17.99,1,Credit Card,1,0.03,Sci-Fi
603d23eb-86c6-449e-83a9-626d45204c7f,45,Male,Basic,5.8,39,North America,Mobile,8.99,1,Debit Card,4,0.14,Documentary
79b69ab0-31aa-48b1-a4bb-2987db4fa802,33,Female,Standard,6.15,13,North America,Tablet,13.99,0,Gift Card,5,0.44,Horror
5fb82ca0-59b1-4c7a-ace5-9dc04e30c4ab,33,Female,Standard,3.98,49,Oceania,Tablet,13.99,1,Debit Card,4,0.08,Drama
f42ed003-e8bf-42bd-830e-0286e52956a8,31,Male,Premium,1.9,31,Europe,Mobile,17.99,1,Gift Card,1,0.06,Horror
376b1e05-d9f2-4a64-a5f9-7817933d9c19,18,Other,Premium,7.93,60,Oceania,Mobile,17.99,0,Debit Card,4,0.13,Documentary
4bd379ac-7088-4f76-8659-5dee42ce681e,29,Male,Standard,1.23,50,Asia,Desktop,13.99,1,PayPal,3,0.02,Comedy
825c1f34-4c70-4e01-88de-57f51cf6bc99,46,Other,Basic,8.69,35,Oceania,TV,8.99,1,Gift Card,1,0.24,Comedy
47f99416-fe67-4680-89a7-d3fb3aad0529,60,Male,Basic,21.16,23,Europe,TV,8.99,0,Credit Card,5,0.88,Romance
2810911b-db9f-4cf9-97c5-5c22d2d60bee,52,Other,Standard,8.61,45,North America,Mobile,13.99,1,Crypto,3,0.19,Horror
114b979d-9555-470b-990f-4f6851855e8f,30,Other,Standard,14.41,51,Asia,Tablet,13.99,1,Gift Card,1,0.28,Comedy
023b26d4-c93d-4dc3-8397-5f01fd650e10,25,Male,Standard,1.36,4,North America,Laptop,13.99,0,Gift Card,5,0.27,Romance
95b8b913-647a-4cf0-8a1c-12eba4a8ed74,33,Female,Basic,0.03,51,North America,Laptop,8.99,1,Credit Card,1,0.0,Horror
df48d25d-a147-43c2-a6f4-7995ad062c66,63,Female,Standard,45.57,53,Europe,Desktop,13.99,0,Debit Card,4,0.84,Romance
e3d1e10c-f5d4-42cb-a0cd-06b860980446,21,Other,Basic,19.21,57,Asia,Laptop,8.99,1,Gift Card,4,0.33,Documentary
3d604c3a-0b78-4192-8389-dd95566832af,46,Other,Standard,0.83,12,South America,Mobile,13.99,1,Crypto,4,0.06,Comedy
dda88e04-bad3-4755-9aee-584f129d0d86,21,Female,Standard,9.39,41,South America,Mobile,13.99,0,PayPal,5,0.22,Drama
93880064-9281-4aec-a8f9-0be261a5257c,49,Female,Premium,3.31,59,Europe,Laptop,17.99,1,PayPal,1,0.06,Sci-Fi
ff06eb31-09ff-48f4-821a-632b3d504124,55,Male,Premium,0.87,48,Asia,Tablet,17.99,1,Debit Card,4,0.02,Action
41f6124d-7959-4fc3-83af-7c634c843b10,39,Other,Premium,2.99,46,Europe,Tablet,17.99,1,Crypto,4,0.06,Romance
cb4906d4-6473-4dff-a7a6-9188bad17eb7,67,Female,Premium,15.71,20,North America,Mobile,17.99,0,Credit Card,5,0.75,Sci-Fi
0fb2c3f5-d063-4477-baba-bffd25a2a799,55,Male,Standard,55.93,43,Asia,TV,13.99,0,Gift Card,1,1.27,Action
915bdcfc-6d40-4333-a5e2-5af8c8f31566,19,Female,Basic,40.16,20,Oceania,Desktop,8.99,0,PayPal,3,1.91,Action
414c16e4-7496-4596-b55d-41d8ed0219fe,65,Male,Premium,11.56,18,South America,Desktop,17.99,0,Crypto,1,0.61,Sci-Fi
cca8b581-77d7-49a1-91e5-6e68aed943a2,34,Female,Basic,7.93,60,Asia,Desktop,8.99,1,Crypto,1,0.13,Action
7136ba96-f288-4279-a5ea-f9e2305f5387,58,Female,Standard,23.72,34,North America,Tablet,13.99,0,PayPal,4,0.68,Comedy
7a83aab4-74d0-4981-a8dc-b3efb61412f6,25,Female,Premium,17.57,16,Oceania,Tablet,17.99,0,PayPal,4,1.03,Comedy
3d5df00c-915c-489c-8b43-5066e165ee26,65,Female,Standard,0.53,1,Europe,Laptop,13.99,0,Credit Card,5,0.27,Sci-Fi
373bbb0c-fe39-494c-a615-e5066a1a2b6d,65,Other,Premium,27.63,8,Asia,TV,17.99,0,Crypto,5,3.07,Romance
524faae4-641a-4b2f-b59c-1e54ada79b0b,28,Male,Premium,50.96,23,North America,Mobile,17.99,0,Crypto,3,2.12,Horror
3a5d46fd-0ca3-44a1-a8be-d7e35a75218e,57,Male,Basic,3.09,43,South America,Mobile,8.99,1,Debit Card,5,0.07,Horror
6b8c4ccd-8bee-4022-94e8-b5f5a0d5bb5f,64,Other,Standard,1.09,37,South America,Laptop,13.99,1,Credit Card,5,0.03,Documentary
99a0c45f-205b-4979-b1da-1410233ab47f,66,Other,Standard,10.25,28,North America,Desktop,13.99,0,Debit Card,4,0.35,Comedy
5abf9d55-254b-428f-83be-4bfd21883499,29,Male,Premium,17.56,13,Asia,TV,17.99,0,Debit Card,3,1.25,Romance
0686a45f-68cd-4b98-94f5-3af6be2adc23,66,Male,Premium,32.92,33,Asia,Mobile,17.99,0,Debit Card,4,0.97,Drama
73b0db82-374c-43df-a4a6-abebae1c9730,24,Female,Basic,1.71,3,Africa,Mobile,8.99,1,Crypto,3,0.43,Sci-Fi
53280000-5c09-40ef-a4dc-78d8c0583b19,36,Other,Basic,18.51,11,South America,TV,8.99,0,Debit Card,3,1.54,Sci-Fi
a7e20d3f-bf41-4628-8052-ba95cff759c1,51,Female,Standard,13.68,3,Africa,Desktop,13.99,0,PayPal,4,3.42,Documentary
d8e57ff7-d71c-4ffa-8a92-f63fced488de,23,Other,Premium,11.61,38,North America,Mobile,17.99,1,Credit Card,3,0.3,Horror
c701bb39-0cd8-4e31-9b40-944dcc679fcb,66,Other,Premium,14.44,48,Africa,TV,17.99,1,Crypto,3,0.29,Comedy
18bed870-a69b-40c0-8d97-e03ae32e7de8,29,Other,Standard,8.31,30,Asia,Mobile,13.99,0,PayPal,1,0.27,Action
fa491f04-59eb-4305-83ea-0e1a91ac890f,32,Female,Basic,11.48,34,Oceania,Tablet,8.99,1,Debit Card,1,0.33,Horror
7be4e423-83bd-4cc9-96d5-a845a5ae728f,43,Male,Premium,1.99,17,Africa,TV,17.99,1,Crypto,5,0.11,Action
69a8fdc5-cf5b-43c9-bd8d-3fb8299eac10,61,Other,Standard,8.12,56,Africa,TV,13.99,0,Credit Card,4,0.14,Horror
dcaf88dd-7810-44bb-ab55-d2ad4410ad63,44,Other,Basic,1.4,58,Asia,TV,8.99,1,Debit Card,5,0.02,Drama
a9d14534-5bca-41dd-8d02-0d92570cb764,35,Male,Standard,4.13,32,Africa,TV,13.99,1,Credit Card,1,0.13,Horror
179e0f5d-799d-4691-accc-09755ff50aac,67,Female,Basic,23.72,49,Oceania,Desktop,8.99,1,Gift Card,5,0.47,Documentary
8224eaf1-c683-4c85-a1f9-8bb9c2ef21ec,67,Female,Standard,8.12,26,South America,TV,13.99,0,Credit Card,3,0.3,Drama
4d72f986-020f-4c5e-9e76-eb69bea859e6,46,Other,Standard,1.24,60,Europe,TV,13.99,1,Debit Card,5,0.02,Horror
39ec453a-2361-4649-b68a-cba07181c4a7,41,Other,Standard,22.67,51,North America,Desktop,13.99,0,PayPal,2,0.44,Documentary
f38cb847-0ed5-4a2d-87bb-e740dd8adef2,28,Female,Basic,13.35,17,North America,Tablet,8.99,0,PayPal,1,0.74,Comedy
9401354d-1498-4eee-a560-19b633a103b3,48,Other,Premium,25.07,29,North America,Tablet,17.99,0,Credit Card,4,0.84,Drama
ec49d8e7-535d-4732-8fd2-f99e64a19a5f,62,Female,Standard,5.47,31,South America,TV,13.99,1,Debit Card,1,0.17,Sci-Fi
27ccc5be-9895-4ee0-86b5-8e917c0650e4,29,Male,Basic,11.65,22,Asia,Laptop,8.99,0,PayPal,2,0.51,Comedy
cb370c32-624d-42ee-b4c7-d90cd286a11f,40,Female,Basic,1.79,14,South America,Laptop,8.99,1,PayPal,1,0.12,Documentary
0ad1bda0-04dc-4731-9a41-b2c54969004c,35,Female,Basic,5.61,18,Europe,Mobile,8.99,1,Crypto,2,0.3,Horror
6a99ebb0-cc9f-45ab-b6e9-4791602ae7c4,35,Female,Standard,3.26,39,Europe,Tablet,13.99,1,Debit Card,2,0.08,Drama
59711c93-38ef-47c5-b728-42fa302cacd0,42,Female,Standard,3.67,13,Oceania,TV,13.99,1,Debit Card,3,0.26,Action
bb67998e-4ac1-45da-b7ca-605ec973e5fe,24,Male,Premium,1.12,55,Asia,Tablet,17.99,1,Crypto,5,0.02,Documentary
32c0a4d8-3699-4f09-907b-5f303f8274c1,38,Female,Premium,15.94,54,Oceania,Desktop,17.99,1,Crypto,2,0.29,Action
e090df54-097b-4e77-87c0-f9e8a965c013,26,Other,Premium,8.32,48,Africa,Laptop,17.99,1,Crypto,5,0.17,Sci-Fi
ffb75258-7e17-4433-86eb-cca51e35b5de,65,Female,Premium,22.68,40,Europe,Tablet,17.99,0,Crypto,2,0.55,Horror
b26a4921-90b8-4360-8834-fad7a130bfb4,24,Male,Premium,0.58,57,Europe,Tablet,17.99,1,PayPal,3,0.01,Sci-Fi
a539900a-d75e-4437-865c-59d6ba1df7f5,56,Other,Basic,11.81,14,Asia,Laptop,8.99,0,PayPal,2,0.79,Drama
eaf0471b-e553-4302-a1aa-cf3284f3a3a9,34,Female,Basic,0.95,44,Asia,Mobile,8.99,1,PayPal,4,0.02,Action
60fddd3f-fcdd-4d60-9195-d733c67449a0,26,Female,Premium,0.67,8,Asia,Laptop,17.99,0,Debit Card,4,0.07,Sci-Fi
38af7deb-8836-4d80-a9fb-01540432a8b3,56,Other,Premium,3.67,19,Asia,TV,17.99,0,Debit Card,5,0.18,Action
5826ee1b-74c4-4180-bfd3-f486446f0023,57,Female,Standard,16.97,55,Asia,TV,13.99,1,Gift Card,4,0.3,Comedy
